ESEMBLID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
gene504	0.24274811	0.5743146	0.10739811	1.0	0.88968843	0.6857582	0.28900942	0.40105617	0.0	0.34561458	0.68606824	0.35065317	0.53076506	0.48748088	0.5632144	0.37003794	0.19114187	0.25257945	0.25517038	0.19603612
gene505	0.053935662	0.8268377	0.30642617	0.86490333	0.90416014	0.7163088	1.0	0.43719214	0.3699482	0.3159073	0.5674766	0.33622283	0.61312824	0.57393456	0.54154146	0.07808164	0.0	0.005883783	0.42608526	0.2791234
gene506	0.8625944	0.35272232	0.45067462	0.18395537	1.0	0.325797	0.8886487	0.9947946	0.41209015	0.55779046	0.26881185	0.26313812	0.5451464	0.57452863	0.52619255	0.29276416	0.0	0.39266422	0.2526994	0.12235567
gene507	0.11069557	0.075075336	1.0	0.26373577	0.6017986	0.005558131	0.010599834	0.0353322	0.39433104	0.36184624	0.19664289	0.0	0.3901909	0.1113123	0.17729884	0.65805817	0.5183383	0.03246406	0.10200963	0.2948323
gene508	0.10456118	0.05355229	0.089815214	0.4947817	0.26423	0.6381436	0.20359603	0.3664026	0.072101854	0.66972375	0.8445019	0.5146232	0.17840739	0.5357034	0.0	0.7738204	0.9897075	0.405013	1.0	0.21020441
gene509	0.6152153	0.20064108	0.74609184	0.19336948	0.2827696	0.07280437	0.4213192	0.424255	0.39893946	0.38244852	0.18401797	0.4957767	0.68617624	0.0	0.3033708	0.48331133	0.92616326	0.95902723	0.14081828	1.0
gene510	0.23763715	0.68642193	0.45901832	0.8708952	0.43958646	0.8711005	0.08088761	0.17653322	0.6230576	0.8634004	0.5116789	0.66617084	0.33633605	0.0	0.30364022	1.0	0.90860015	0.7286455	0.76947904	0.953333
gene511	0.16608359	0.20589279	0.024225982	0.0	0.20098042	0.13256805	0.14680563	0.31406406	0.3447703	0.4998665	0.3347559	0.41563705	0.15907025	0.029249389	0.36540645	1.0	0.7218505	0.76871794	0.46297896	0.7835921
gene512	0.29203057	0.2029804	0.31029087	0.19335112	0.0	0.118591145	0.19085507	0.015968243	0.38742033	0.63932896	0.06421666	0.14352468	0.28607187	0.058343768	0.17402449	0.91317695	0.7853903	1.0	0.5693651	0.81798494
gene513	0.16475119	0.7762595	0.1523987	0.689802	0.1727998	0.111829765	0.7224898	1.0	0.22789922	0.050876934	0.26323777	0.20107192	0.7630877	0.52841276	0.13586101	0.2607948	0.049110137	0.0	0.60071695	0.103784114
gene514	0.15284203	0.99526334	0.41105875	0.40221602	0.24503826	0.0	0.6701278	0.47972214	0.17221293	0.63039905	0.5231433	0.22388357	0.7091799	0.7799826	0.6965239	0.7546678	0.2363628	0.721293	1.0	0.93980086
gene515	0.07936003	0.061465684	0.68552333	0.18767469	0.78438026	0.7833794	0.23835409	0.17408128	0.0	0.32561103	0.16713661	0.14357114	0.54972565	0.5704996	0.54277164	0.6542453	1.0	0.5421791	0.7242667	0.6672288
gene516	0.0	0.5688379	0.1482934	0.86876404	1.0	0.5856478	0.30725223	0.049911797	0.5659831	0.4539896	0.40764123	0.62641054	0.20649357	0.84353834	0.07298269	0.39979994	0.424864	0.09792985	0.5259895	0.23813666
gene517	0.50222427	0.38697925	0.53198415	0.2403689	1.0	0.31676143	0.5243543	0.4022658	0.26246908	0.42386094	0.10976176	0.13983971	0.5947506	0.3130851	0.0	0.35107753	0.077802	0.008740806	0.35436457	0.29168278
gene518	0.73355776	0.3140732	1.0	0.6625482	0.118287094	0.36052647	0.1329493	0.23373045	0.74838775	0.28640947	0.12114086	0.037345104	0.21133472	0.0	0.31886348	0.6800797	0.44435233	0.79069155	0.34276092	0.60611135
gene519	0.14158194	1.0	0.3941296	0.72456855	0.42285776	0.81275886	0.0	0.11458695	0.42165393	0.54966015	0.26581594	0.68472624	0.3059538	0.45595205	0.75669533	0.30390602	0.35269699	0.0013350801	0.33852062	0.16056693
gene520	0.06328216	0.60347915	0.18377759	0.16196668	0.18663996	0.1456831	0.0	0.14419562	0.21620901	0.591508	0.19671886	0.36390084	0.0520677	0.1952137	0.2736805	0.08288183	0.57049924	0.052464377	1.0	0.60724986
gene521	0.23957682	0.86630535	0.7066147	0.5081512	0.5810187	0.4700826	0.0	0.27742624	0.48054525	0.45714456	0.34834138	1.0	0.19313239	0.06306714	0.5685389	0.45531878	0.277353	0.44132504	0.74638015	0.9780646
gene522	0.6550884	0.4202993	0.21845765	0.98249847	1.0	0.13812807	0.09368061	0.87878686	0.17860128	0.55467343	0.0	0.2266444	0.48909232	0.1966209	0.29094216	0.12329601	0.14602369	0.16209522	0.44629928	0.049828634
gene523	0.40641415	0.11496254	1.0	0.0	0.0013306862	0.10429865	0.444412	0.3213764	0.7631489	0.48316035	0.42059255	0.49721304	0.22275834	0.02104962	0.38102522	0.7558311	0.48021147	0.50253147	0.33020154	0.26487067
gene524	0.44397032	0.124770425	0.028017266	0.1341792	0.013472816	0.18567756	0.29437342	0.22200367	0.17290531	0.2378412	0.25692105	0.08889282	0.098195106	0.0	0.1377898	0.14230774	0.19537751	1.0	0.16569336	0.2926308
gene525	0.33738422	0.6490729	0.2433896	0.27990413	0.17345326	0.9052714	0.8031394	0.37011117	0.16453233	0.19746588	0.56345403	0.38484934	1.0	0.15055284	0.13201527	0.37809274	0.016359687	0.011673265	0.0	0.10076128
gene526	0.7365322	0.17989865	0.7000895	0.5611158	0.17427962	0.33292437	0.29667288	0.34217003	0.8505717	0.890552	0.23056142	0.26296	0.0	0.51798266	0.30202702	0.56067157	0.62722486	0.80994886	1.0	0.3768299
gene527	0.8546397	0.21192248	0.82347995	0.2835967	0.0	0.2039035	0.8599659	0.71653473	0.83419013	0.87888914	0.4689122	0.54436886	0.6277043	0.62272996	0.1292061	0.8712739	0.97753626	1.0	0.90694654	0.34627712
gene528	0.44219312	0.6618701	0.22380137	0.3991749	0.0	0.60191095	0.44332105	0.42025274	0.582345	0.06871571	0.5035742	0.6224829	0.28526276	0.86581546	0.5767991	0.4806047	0.5697307	1.0	0.73166096	0.8202614
gene529	0.18618001	0.18462658	0.3107189	0.4123204	0.08838188	0.53965914	0.018130967	0.19783962	0.51577926	0.5087967	0.77498055	0.29890427	0.6160005	0.5926261	0.0	1.0	0.86259604	0.8687044	0.5896141	0.3277677
gene530	0.54056513	0.44874445	0.31211716	0.6685888	1.0	0.5405162	0.6123509	0.4902823	0.37239817	0.3485191	0.34638378	0.3029537	0.4077381	0.81891155	0.3265911	0.0	0.2296497	0.47800353	0.368655	0.10301112
gene531	0.8644447	0.5840293	0.7057049	0.52446586	0.11177525	0.46117845	0.65685797	0.68489444	0.71929175	0.34140462	0.42514935	0.64378434	0.1482922	0.52052164	0.004679043	0.618577	0.0	1.0	0.27349716	0.9147407
gene532	0.37848917	0.48436415	0.12968105	0.3978029	0.0	0.50667787	0.6185744	0.8477761	0.14705417	0.26741728	0.51308316	0.77915376	0.53705585	0.659108	0.3162869	1.0	0.94650394	0.7775895	0.5729497	0.78269243
gene533	0.0	0.53753936	0.59601414	0.073505506	0.1260171	0.11327134	0.06960915	0.104331024	0.5023138	0.2926561	0.5720922	0.54203373	0.45457703	0.23354016	0.14737535	1.0	0.7424822	0.3644898	0.0048247706	0.74491847
gene534	0.35018003	0.12902585	0.22826712	0.30498978	0.36535028	0.05860328	0.0	0.3665228	0.15943368	0.43942794	0.05900165	0.46016514	0.92329264	0.17591788	0.35429338	0.5167341	1.0	0.6613784	0.25322545	0.641942
gene535	1.0	0.31266204	0.8058301	0.0	0.32166377	0.09271612	0.09873436	0.13600019	0.27874702	0.30416176	0.24692026	0.5459548	0.16821936	0.2897766	0.5426814	0.14966965	0.46843404	0.10281937	0.24170433	0.22062409
gene536	0.32975417	0.35473981	0.21990378	0.6355967	0.31196156	0.81846607	0.16314298	0.0	0.1798478	0.48547554	0.68142015	0.1618776	0.585285	0.0314736	0.5043761	0.66557145	1.0	0.46229246	0.43309578	0.26175493
gene537	0.6076388	0.56732726	0.28992754	0.36285907	0.0	0.28337768	0.34820765	0.39538535	0.79577494	0.55573404	0.7151189	0.5087542	0.639785	0.44772512	0.37588048	0.7283541	0.5594926	0.74491036	0.48718438	1.0
gene538	0.25894913	0.60106003	0.0	0.32740322	0.7095073	0.4608814	0.22972573	0.58869636	0.5848429	0.5546184	0.5559688	0.75772154	0.41458333	0.46106577	0.809328	1.0	0.6012623	0.7210437	0.47487754	0.9494904
gene539	0.25958917	0.15552443	0.02239594	0.08037202	0.0	0.30114707	0.17895734	0.09761683	0.4924339	0.4607269	0.29741257	0.2844977	0.28254062	0.0089427	0.25523746	1.0	0.492873	0.82838356	0.3869938	0.70032
gene540	0.92393076	0.0	1.0	0.033991523	0.29471675	0.18775427	0.50251716	0.4251317	0.2928783	0.29768744	0.43412808	0.7592926	0.5823476	0.2297552	0.32745308	0.4884919	0.9472045	0.65388054	0.40486142	0.23857318
gene541	0.6097876	0.5494431	0.15142584	0.9312291	1.0	0.7042189	0.82211316	0.98074764	0.28832808	0.12579568	0.47236463	0.11417442	0.3595708	0.7401827	0.29495358	0.1283272	0.2517824	0.09604586	0.071395904	0.0
gene542	0.2956508	0.8964163	0.0	0.526245	0.8534053	1.0	0.9420866	0.71062523	0.3892625	0.26054838	0.7425121	0.8505312	0.56534106	0.67493576	0.9245558	0.2852891	0.37261608	0.2788305	0.2712767	0.28205836
gene543	0.2436889	0.24302946	0.8150061	0.20671742	0.5141732	0.0	0.04450502	0.23388344	0.3289718	0.3772837	0.37231895	0.4862361	0.13279758	0.33969197	0.49678203	0.68792194	1.0	0.40133643	0.40031224	0.7102988
gene544	0.607949	1.0	0.53168905	0.61476004	0.6718407	0.4091446	0.7528465	0.63847303	0.083099894	0.0848289	0.70775104	0.73647577	0.9733066	0.3954931	0.816663	0.7082397	0.37075475	0.0	0.29907516	0.3620823
gene545	0.48722658	0.5885112	0.44042826	0.27368748	0.0	0.3733805	0.33292747	0.2121122	0.52333134	0.36181998	0.3092425	0.30453768	0.51616824	0.3929346	0.13032185	0.98687005	0.7075836	1.0	0.7081468	0.7574631
gene546	0.05963619	1.0	0.020240067	0.8490462	0.7343339	0.8749276	0.8656348	0.6019674	0.0144993635	0.11486732	0.68863124	0.3558577	0.8356198	0.7516164	0.6734383	0.1404561	0.0382551	0.0	0.0888454	0.20161319
gene547	0.6044519	0.12360762	1.0	0.041126296	0.74114966	0.15728946	0.0	0.20283385	0.7844339	0.5166375	0.6930547	0.72879773	0.23607416	0.22360669	0.90418565	0.3690552	0.6595817	0.5715708	0.3199125	0.19333357
gene548	0.4547949	0.47229853	0.411497	0.3405601	0.0	0.3745504	0.43807778	0.32875755	0.41716462	0.5297837	0.50355595	0.39862105	0.5032449	0.26506546	0.17066206	0.9531698	0.85425293	0.73332727	0.44523776	1.0
gene549	0.14814594	0.7266303	0.0	0.8420499	0.6070194	0.8227507	1.0	0.5608152	0.020112736	0.1722268	0.62767106	0.37465352	0.6408428	0.46954945	0.4543834	0.19034643	0.2549984	0.07927135	0.24550486	0.31662196
gene550	1.0	0.3330095	0.8640004	0.14549701	0.44413367	0.0	0.526472	0.30632386	0.31330627	0.43538067	0.17862631	0.50080496	0.43721312	0.46430615	0.42947719	0.41213134	0.49977466	0.5805885	0.45208868	0.07069063
gene551	0.018497312	0.1554079	0.0	0.4267827	0.22337945	0.3017847	0.4815158	0.39938393	0.17655727	0.34094876	0.6001727	0.28180382	0.37343287	0.6323927	0.45160073	0.70803374	0.89001065	1.0	0.5705129	0.79241174
gene552	0.38328385	0.2442145	0.50124884	0.32642648	0.16149765	0.3824759	0.036506385	0.0	0.6882599	0.49590275	0.44792312	0.28506184	0.14488152	0.29333395	0.45499754	0.5797468	0.53962797	0.8273783	1.0	0.20715176
gene553	0.12678622	0.3849384	0.51416904	0.29536507	0.0	0.54242426	0.46311682	0.34301507	0.58664507	0.7255217	0.4533475	0.49402273	0.57184213	0.73459417	0.28026274	0.8450732	1.0	0.9638602	0.87199813	0.7896752
gene554	0.48954737	0.6249021	0.8502398	0.0	0.47692424	0.12945251	0.19490364	0.06029851	0.35046116	0.29462016	0.4823469	0.70293546	0.5989521	0.20141147	0.53677833	0.7513409	0.79382104	0.3151572	0.19797888	1.0
gene555	0.015364934	0.24009736	0.11415323	0.15781885	0.0	0.16179399	0.1821552	0.3579001	0.06733153	0.23213406	0.3834993	0.38823298	0.28081763	0.16035059	0.239141	1.0	0.75155056	0.6005242	0.28026545	0.7476601
gene556	0.34411862	0.61159533	0.3389827	0.3766558	0.75228006	0.35143113	0.7518708	0.80292046	0.73046166	1.0	0.5519752	0.7025052	0.0	0.13670188	0.027124979	0.6208452	0.34623614	0.12893146	0.43150175	0.78761274
gene557	0.7338935	0.21111463	0.6709694	0.64431655	0.90413517	0.359199	0.37722683	0.2509064	1.0	0.25475794	0.22972709	0.9629495	0.33948493	0.56107175	0.75703055	0.3245272	0.2798458	0.33978516	0.3408714	0.0
gene558	0.5824581	0.8779801	0.16972217	0.504491	0.62580496	0.63278353	0.3838215	0.13368109	0.58191276	1.0	0.49263132	0.42486176	0.2061	0.4643961	0.5049357	0.62604904	0.105379835	0.0	0.4228673	0.9631934
gene559	0.39224032	0.30159196	0.60215646	0.6262341	0.6494968	0.6026155	0.36057273	0.0	0.641631	1.0	0.74752814	0.30877933	0.086834274	0.08531151	0.66413295	0.6196752	0.8684763	0.24034412	0.52760077	0.9670969
gene560	1.0	0.50725704	0.8434207	0.71854794	0.6681753	0.384059	0.36692193	0.40592557	0.5124057	0.86023325	0.0	0.3104586	0.16380951	0.49257174	0.69496495	0.39384982	0.4488397	0.2548935	0.51565796	0.38642365
gene561	0.7463544	0.3429041	0.22151111	0.9979579	0.5033612	1.0	0.60669	0.8209022	0.035261735	0.003841223	0.55006045	0.6271614	0.4418028	0.32979017	0.55790615	0.14649875	0.37435392	0.23544556	0.0	0.3963758
gene562	0.1869135	0.17195544	0.32218045	0.12217245	0.0	0.27902982	0.15879738	0.28549975	0.27137288	0.42186925	0.40233585	0.07194134	0.5639563	0.26329207	0.016641323	1.0	0.7247648	0.4247309	0.41474056	0.9972796
gene563	0.4369598	0.5008247	0.42346913	0.37134254	0.0	0.6455262	0.547794	0.45917732	0.52337444	0.47644916	0.5774682	0.44617224	0.6387259	0.5379805	0.17064664	0.8237496	0.75906557	0.6893396	0.6367676	1.0
gene564	0.4260435	0.41239402	0.12037296	0.616557	1.0	0.2957547	0.67062634	0.7385622	0.13120852	0.12669545	0.14230089	0.09252764	0.830558	0.2150468	0.0	0.03803597	0.11605965	0.013662669	0.1055212	0.010393186
gene565	0.0	1.0	0.018420158	0.420009	0.31771997	0.586276	0.39444184	0.6101348	0.03748005	0.27731407	0.48195544	0.3783018	0.5115138	0.57709754	0.36518097	0.17363082	0.033375584	0.03479919	0.15288089	0.034537334
gene566	0.4018649	0.35095897	0.34087056	0.12906338	0.0	0.3303953	0.23446037	0.35448313	0.5107442	0.30972803	0.4035269	0.36289862	0.35841292	0.31284675	0.14421135	1.0	0.6827166	0.6834399	0.45713845	0.7606532
gene567	0.2756837	0.81940496	0.31946212	0.45727444	0.0	0.49372703	0.57550395	0.5007322	0.4172011	0.50305897	0.6184388	0.5409145	0.72357213	0.6194098	0.46657062	1.0	0.6597886	0.7641338	0.73599565	0.9570892
gene568	0.3240016	0.14722672	0.63510674	0.42806298	0.24662371	0.0	0.7906873	0.30458003	1.0	0.26340282	0.21329454	0.0859674	0.17144549	0.061418515	0.4192405	0.22978231	0.1485991	0.17235032	0.33452925	0.12574294
gene569	0.25233305	0.3486434	0.011101096	0.5098187	0.16894974	0.0	0.31754923	1.0	0.30337408	0.47242725	0.27189174	0.24826534	0.15469857	0.5086943	0.23423548	0.35728887	0.21707626	0.2606827	0.2783952	0.14487189
gene570	0.24815948	0.67566466	0.11571076	0.24890731	0.035494447	0.7381044	0.23707928	0.27464977	0.28833294	1.0	0.058312595	0.5426649	0.6664825	0.3633869	0.0	0.893346	0.5398567	0.8912138	0.87590295	0.5667999
gene571	0.5841394	0.3939749	0.0	0.41758698	0.22936061	0.90725565	1.0	0.48859364	0.28914598	0.50976396	0.6563732	0.77842873	0.92847794	0.39241177	0.4953924	0.98345923	0.8535669	0.71966136	0.45108566	0.8915512
gene572	0.6416367	0.48695436	0.12059296	0.7928841	1.0	0.7608027	0.7941974	0.6564365	0.14004053	0.21301301	0.4186038	0.1839183	0.62562	0.86752725	0.71703815	0.0	0.27654576	0.29635727	0.402186	0.046781726
gene573	0.27277684	0.68975437	0.077481925	1.0	0.091822825	0.47336435	0.14686726	0.07840489	0.33503863	0.5376579	0.5104883	0.121890664	0.3151807	0.26020488	0.0	0.86578315	0.84832305	0.74021375	0.47561145	0.9669377
gene574	0.6820135	0.030025722	0.95345443	0.7300108	0.8079114	0.6754724	0.19400343	0.0	0.8157097	1.0	0.74678147	0.46218222	0.010202996	0.26896152	0.94179404	0.056848604	0.4123307	0.3581827	0.2736765	0.9964637
gene575	0.25452742	0.30024055	0.22895738	0.37194902	1.0	0.15239438	0.20037009	0.17966408	0.04112733	0.3340466	0.2784363	0.08994802	0.23494582	0.1504073	0.08444825	0.04699021	0.15718363	0.16693215	0.06396498	0.0
gene576	0.06363397	0.27606213	0.0	0.08303365	0.0047502653	0.2420018	0.1633757	0.29565293	0.1470195	0.17005306	0.23593828	0.16981536	0.3012036	0.18712437	0.24307555	1.0	0.553619	0.4948186	0.33179384	0.5408896
gene577	1.0	0.15061197	0.6868689	0.3632325	0.6292611	0.3418322	0.0	0.11967718	0.47064883	0.267735	0.21657322	0.411053	0.23573054	0.37267187	0.47856888	0.23488976	0.34573486	0.15904601	0.37827298	0.06312453
gene578	0.19600613	0.5682974	0.7516325	0.66350245	0.52568066	0.47862223	0.3179321	0.0	0.49536428	0.777777	0.77533185	0.37751707	1.0	0.40616456	0.72916126	0.45738605	0.5728498	0.380523	0.6086136	0.5475657
gene579	0.026335008	0.0	0.37554866	0.08913104	0.16370644	0.16311389	0.44613123	0.027813898	0.5474133	0.6689207	0.062033996	0.23746361	0.3242166	0.43045467	0.24317952	0.867051	0.6191163	0.42739925	1.0	0.7330561
gene580	0.11490918	0.6860327	0.0	0.6773354	0.36566088	0.1671596	0.16745038	0.36438447	0.34757257	0.54361314	0.3272462	0.46849334	0.3571912	0.14395419	0.3295287	0.6960338	1.0	0.7965173	0.6407334	0.7295827
gene581	0.82999474	0.49511778	0.6787546	0.47489414	0.73463047	0.38731584	0.0	0.77988535	0.95276535	0.717205	0.5931785	0.6721141	0.49941126	0.6454645	1.0	0.5642469	0.61526275	0.58153397	0.62225443	0.6503287
gene582	0.21858269	0.050423097	0.13483728	0.4659661	0.11313429	0.10248289	0.28062797	0.0	1.0	0.67893875	0.43699357	0.12014932	0.08145815	0.4451329	0.1673579	0.63830847	0.2881247	0.6078367	0.53734624	0.87500715
gene583	0.10955382	0.89418966	0.053748824	0.80681974	0.46210724	0.7965568	0.74938905	0.85021585	0.08747597	0.09256292	0.38910654	0.38011047	1.0	0.4977858	0.67404604	0.0	0.05337752	0.020092588	0.0027960427	0.008730386
gene584	0.11928451	0.4194502	0.19800572	0.41189176	0.21887782	0.34206235	0.06433054	0.21586575	0.319526	0.5651115	0.6206529	0.575432	0.3674082	0.83220035	0.5517851	0.9187982	0.2980874	0.0	1.0	0.44008943
gene585	0.85303634	0.099987924	1.0	0.3871755	0.25974137	0.21635297	0.14367487	0.0	0.42418426	0.74304074	0.03886548	0.3244829	0.38882446	0.17979202	0.1647932	0.6653169	0.69565207	0.6772878	0.44472715	0.22533819
gene586	0.280628	0.71775496	0.0	0.740193	0.37902176	1.0	0.5909908	0.83934796	0.020459516	0.45425528	0.45023215	0.5918215	0.6743795	0.7243148	0.43981698	0.44355786	0.32638684	0.34501472	0.07159284	0.37635297
gene587	0.9078986	0.0	1.0	0.22996415	0.5372217	0.66057676	0.8960817	0.46262363	0.8494875	0.88844573	0.4689248	0.55445325	0.2944658	0.46762988	0.55288965	0.28834462	0.6658226	0.7619509	0.68885785	0.11701603
gene588	0.90919924	0.0	0.9461432	0.34846887	0.5051595	0.3727114	0.5945328	0.19642887	1.0	0.54705495	0.8206573	0.5099631	0.24542464	0.6013948	0.63618964	0.44953853	0.58926535	0.6778488	0.5533314	0.6602146
gene589	0.5296774	0.48888907	0.62769544	0.6973354	0.4669543	0.36948285	0.5042445	0.5874185	0.8213984	0.63853145	0.025906794	0.37698925	0.01647089	0.0	0.17527212	0.50539243	0.06851452	0.4515399	0.34021166	1.0
gene590	0.30230042	0.3183617	0.29938388	0.5526728	1.0	0.37995216	0.8540752	0.70335984	0.1347788	0.1285525	0.6801592	0.30279604	0.5901806	0.3591733	0.30949855	0.21601023	0.13681018	0.0	0.37080064	0.17020373
gene591	0.25446388	0.24201067	0.20897582	0.7732221	1.0	0.12528025	0.23639703	0.49853903	0.19869393	0.21475385	0.25195307	0.16202015	0.3008967	0.29292688	0.016330784	0.3254979	0.069319256	0.38015905	0.21873412	0.0
gene592	0.0	0.3094425	0.73774225	0.5577647	0.15339991	0.28858185	0.23228851	0.42461815	0.67969286	0.42525443	0.35863262	0.1856719	0.26601893	0.28491777	0.19855629	1.0	0.25136295	0.7631723	0.42846134	0.15944684
gene593	1.0	0.24070516	0.63817924	0.21798062	0.5117255	0.73725295	0.065315776	0.0	0.54386884	0.40118095	0.6661017	0.6323763	0.44983974	0.26089084	0.20762058	0.32704347	0.48139998	0.46210304	0.34129485	0.38954252
gene594	0.31237176	0.37706578	0.09881379	0.19403766	0.12135052	0.0	0.4132269	0.21327874	0.17358977	0.35180518	0.19909963	0.22490768	0.11810426	0.16866724	0.13638958	0.7097994	0.87129366	0.41463518	0.3525053	1.0
gene595	0.19848117	0.41352108	0.13717906	0.63512135	1.0	0.45386353	0.44339296	0.59413326	0.0	0.10353689	0.5312898	0.30332905	0.37692884	0.34087488	0.35007748	0.040750783	0.032959443	0.0638723	0.12950279	0.052090187
gene596	0.45397183	0.69449764	0.1750319	0.5244993	0.93687695	0.49631155	0.550912	1.0	0.5729277	0.567002	0.7283691	0.33610693	0.39605755	0.6773905	0.7860711	0.1719918	0.0	0.4101774	0.6723573	0.1895795
gene597	0.1894324	0.24004345	0.58095115	0.46349192	1.0	0.24379185	0.022956893	0.06821307	0.31914067	0.6938629	0.14639705	0.5260081	0.11358845	0.309632	0.5757356	0.55011034	0.83487093	0.37257332	0.2732373	0.0
gene598	0.3202105	0.13448408	0.4355566	0.2077369	0.34025753	0.8605829	0.26363933	0.0	0.15426613	1.0	0.7707472	0.298996	0.35835698	0.3655495	0.32756132	0.99975324	0.11067827	0.13235857	0.15057243	0.9975071
gene599	0.50356334	0.12172678	1.0	0.49227834	0.17584623	0.7606778	0.18772984	0.0	0.7622026	0.6996439	0.6651137	0.102289535	0.25200552	0.52467364	0.43977824	0.78071326	0.42689115	0.48392442	0.49891365	0.90232325
gene600	1.0	0.14602333	0.54414576	0.0	0.15415919	0.20953941	0.050202347	0.40192506	0.1085216	0.43277884	0.12737845	0.3238169	0.4067567	0.27551636	0.4523744	0.021830224	0.33713895	0.84083277	0.23011167	0.06756981
gene601	0.87388223	0.16867846	0.36309105	0.0	0.1749033	0.1884319	0.3384447	0.53109443	0.8215467	0.5085834	0.76912755	0.87287676	0.5383274	0.3483395	0.2808182	0.8138649	0.75674736	1.0	0.21500047	0.7703421
gene602	0.74005777	0.29140395	0.7772439	0.58200943	0.20776889	0.46406668	0.26849094	0.89880735	0.64050794	0.0	0.7068741	0.4766343	0.5219227	0.51254725	1.0	0.7605722	0.4069358	0.85154617	0.35114884	0.12940075
gene603	0.49225286	0.9625761	0.30889335	0.42188898	0.36161748	0.46421865	0.26449987	1.0	0.22812167	0.20742755	0.48755488	0.23730554	0.42859024	0.3614612	0.6041862	0.0013629625	0.0	0.11658215	0.3796666	0.004503828
gene604	0.5219451	0.63636065	0.01063057	0.5916391	0.6021197	0.8733328	0.2902484	0.98182106	0.5406103	0.98243195	0.35690862	0.49485397	0.3649534	0.0155203715	0.54536045	0.6150385	0.0	1.0	0.580192	0.53789705
gene605	0.4041263	0.27314237	0.0	0.10507791	0.18988469	0.30488354	0.38197136	0.34854722	0.47546783	0.3153457	0.6701457	1.0	0.2540822	0.25252947	0.38132074	0.72420424	0.5168682	0.6721724	0.551971	0.9540728
gene606	0.38738328	0.37547016	0.87148196	0.17307746	0.16746838	0.044923108	0.5420938	0.5161426	0.5472708	1.0	0.1533134	0.05396978	0.0	0.16734762	0.22774836	0.27472976	0.34893647	0.21765602	0.31911647	0.20449269
gene607	0.25516874	0.2931525	0.314532	0.20128146	0.28287897	0.17101662	0.16180234	0.0	0.53797096	0.29310393	0.42764986	0.46975192	0.43956935	0.1376649	0.20692976	0.8180587	0.71839964	0.56157756	0.48938626	1.0
gene608	0.31573543	0.18709107	0.0062764245	0.13670391	0.67764336	0.0	0.28572682	0.0628781	0.46051034	0.75867134	0.12305832	0.99894416	0.041039914	0.48127756	0.44658116	1.0	0.7782961	0.67718405	0.5258352	0.6689606
gene609	0.07752752	0.08335325	0.7486919	0.6427244	1.0	0.4402465	0.0835864	0.10699081	0.1192838	0.5671542	0.41554245	0.4417269	0.32310268	0.34513107	0.3728532	0.66086304	0.0	0.1439312	0.001742673	0.21473575
gene610	0.2025969	0.915129	0.18317658	0.721529	0.8521239	0.75516754	0.64033645	0.6462925	0.0	0.47095454	0.7919233	0.45239535	1.0	0.3935887	0.3585571	0.37380618	0.09875226	0.4838382	0.19534345	0.10857437
gene611	0.47251537	0.2560931	0.056817964	0.0	0.07987802	0.19644596	0.54187953	0.5702792	0.72631484	0.17428102	0.63097	0.8571016	0.18753642	0.28844655	0.27483866	0.44758692	0.57219625	1.0	0.6566115	0.40743384
gene612	0.12059451	1.0	0.29709092	0.9027804	0.7217239	0.604756	0.6465343	0.6128202	0.55151945	0.10798817	0.23089883	0.33329836	0.8356827	0.42232394	0.3334029	0.11338821	0.17420025	0.19220445	0.0	0.33470416
gene613	0.8842591	0.28127456	0.9845394	0.24635544	0.2578224	0.39989984	0.5089828	0.23569663	0.5022043	0.5053289	0.2940613	0.27487436	0.6281361	0.11284491	0.0	0.739106	0.6672085	1.0	0.18473946	0.6108789
gene614	0.5391083	0.20946503	1.0	0.01267194	0.83785325	0.40982118	0.0	0.21726593	0.52529186	0.3610086	0.14438474	0.15996452	0.2392389	0.23969582	0.62599295	0.4848564	0.23000883	0.50583607	0.29849166	0.45783803
gene615	0.5087317	0.2646615	0.19620238	0.26924592	0.7251516	0.39585602	0.2530489	0.096776925	0.65994126	0.45333064	0.6008219	0.30874074	0.0	0.5437289	0.5506661	0.5992337	0.691482	0.5191849	0.624069	1.0
gene616	0.301488	0.9836587	0.03339445	0.9763316	0.4860162	0.67792726	1.0	0.78279716	0.1679009	0.20426072	0.27166066	0.31075263	0.6230012	0.7903464	0.43175668	0.1252802	0.29847503	0.0	0.39764515	0.42370343
gene617	0.23229814	0.22196089	0.0	0.13816096	0.19399276	0.20301594	0.6837648	0.4784934	0.1427899	0.09055731	0.47464702	0.67765135	0.69167376	0.02997299	0.26580048	0.8899247	0.51884556	0.627703	0.2624446	1.0
gene618	0.9856222	0.2945962	0.8233332	0.4832969	0.79118717	0.59877217	0.3921312	0.4378825	0.8241085	0.9185345	0.0	0.41665864	0.2387404	0.25919366	0.6440407	0.5444801	0.537007	0.76503676	0.29140595	1.0
gene619	0.5340102	1.0	0.187762	0.91740775	0.22557388	0.4217004	0.41398558	0.9559746	0.40511748	0.22581077	0.20537563	0.1840833	0.30697516	0.7675541	0.41933456	0.0	0.08601307	0.044420443	0.64494944	0.32007334
